ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Eelgrass coverage/density,Other - Eelgrass coverage/density,Bottom Type,Other - Bottom Type,Edge Present (patchiness),Motile Organisms,Other - Motile Organisms,Tunicates and other adhered organisms,Other - Tunicates and other adhered organisms,Algae Survey (not adhered to eelgrass),Reproduction,Other - Reproduction,Techniques deployed here,Other - Techniques deployed here,Researchers' Name/s,"filename of footage, tracks etc.",Length of Longest Leaf,Shoot Width,Number of leaves per plant,x,y
166,05ae9369-6c65-4ed4-9545-215b84777c4d,11/26/2019 9:31:54 PM,,11/26/2019 9:31:54 PM,,11/26/2019 9:31:00 PM,none,,clay_harder_than_mud,,,,,,,,,,wading,,Blue clay ,,,,,-70.7798989307459,42.2463347994075
167,c80ed951-5f24-4000-84d1-57f896be1558,6/4/2020 7:42:10 PM,,6/4/2020 7:42:10 PM,,6/4/2020 7:40:00 PM,none,,other,,,,,,,,,,float_over,,,,,,,-70.7874968629107,42.2253989097471
168,4833d8b2-d2f5-4015-84f2-6604e9a9ea3e,6/22/2020 7:26:04 PM,,6/22/2020 7:26:04 PM,,6/22/2020 7:24:00 PM,none,,other,CSCR ,all_the_same_no_edge,,,,,,,,float_over,,Sb ,,,,,-70.7868929207984,42.2387776337957
169,a395d237-56f1-4f03-8f89-ffed4dc8aa05,6/24/2020 12:46:44 PM,,6/24/2020 12:46:44 PM,,6/24/2020 12:42:22 PM,none,,Sand,,,,,,,,,,Go pro,,"AH,BB,LC,SB",,,,,-70.7806348246079,42.2493613787904
170,6efc3597-65c1-477a-97e4-b21321324a61,6/24/2020 1:29:18 PM,,6/24/2020 1:29:18 PM,,6/24/2020 1:27:00 PM,none,,sand,,edge_visible_within_3_meters,hermit_crab,,,,kelp,,,"float_over,gps_waypoint_marked,swimmers_in_50_radius_observing",,Sb,,,,,-70.7805747338953,42.2493442457866
171,6243d9c7-a789-4e23-afe0-94be91609d82,6/24/2020 1:29:55 PM,lucyayclay_Cohasset2,6/24/2020 1:29:55 PM,lucyayclay_Cohasset2,6/24/2020 1:28:00 PM,none,,sand,,edge_visible_within_3_meters,periwinkle_snail,,,,kelp,,,float_over,,,,,,,-70.7805992025625,42.249349664331
172,4995a1be-9f05-4231-beb9-54f5e71facc6,6/24/2020 1:44:12 PM,,6/24/2020 1:44:12 PM,,6/24/2020 1:42:47 PM,none,,Sand,,,,Jellyfish,,,,,,,,,,,,,-70.7840923592881,42.2501037226447
173,0d44d126-9cfd-4f7f-8408-a89f29bbd589,6/24/2020 1:46:50 PM,lucyayclay_Cohasset2,6/24/2020 1:46:50 PM,lucyayclay_Cohasset2,6/24/2020 1:38:00 PM,none,,sand,,all_the_same_no_edge,,,,,,,,"float_over,gopro_video_on_quadrat",,,,,,,-70.7842260579848,42.2500245385105
174,7c6185eb-db80-40e8-99b3-9121b85c10cf,6/24/2020 1:50:57 PM,,6/24/2020 1:50:57 PM,,6/24/2020 1:50:30 PM,none,,Sand,,,,,,,,,,Go pro ,,,,,,,-70.7839966743373,42.2500632159843
175,727f2d19-8dc5-40ff-8619-f510029d921e,6/24/2020 1:57:31 PM,,6/24/2020 1:57:31 PM,,6/24/2020 1:55:00 PM,none,,sand,,,,,,,,,,float_over,,,,,,,-70.7840712729719,42.2500946313496
176,635c8071-ede9-4934-a4ac-146c9eae33f8,6/25/2020 1:11:50 PM,,6/25/2020 1:11:50 PM,,6/25/2020 1:01:00 PM,none,,,,,,,,,,,,float_over,,Test ,,,,,-70.7870341558669,42.2393244272491
177,4ebd6e5d-c11a-47f4-895b-210cacb9af04,6/25/2020 1:29:28 PM,,6/25/2020 1:29:28 PM,,6/25/2020 1:11:00 PM,none,,,,,,,,,,,,float_over,,Test,,,,6,-70.7864084467951,42.2444709996155
178,9f275487-5160-4430-987b-74bc5eb1a1aa,6/25/2020 1:54:45 PM,,6/25/2020 1:54:45 PM,,6/25/2020 1:37:27 PM,75,,"Rocks,shells(where eelgrass is not growing) sand",,,,Jellyfish ,,,,,,GoPro,,,,,,,-70.7760389429999,42.255057553
179,b97a245f-9fa5-4f85-9477-32731d782e07,6/25/2020 1:58:21 PM,,6/26/2020 4:27:17 PM,susangbryant_CCSCR,6/25/2020 1:57:00 PM,75,,,,,,,,,,,,,,,,,,,-70.7760389429999,42.255057553
180,ff5d47e6-8a0c-430a-9254-367acdd23cad,6/25/2020 2:22:23 PM,lucyayclay_Cohasset2,6/25/2020 2:22:23 PM,lucyayclay_Cohasset2,6/25/2020 2:14:00 PM,none,,,,all_the_same_no_edge,other,jellyfish,,,,,,float_over,,,,,,,-70.775427891883,42.2572780376389
181,ecec3ff5-bb63-4edd-af28-b41ed4bf1f20,6/25/2020 2:28:34 PM,lucyayclay_Cohasset2,6/25/2020 2:28:34 PM,lucyayclay_Cohasset2,6/25/2020 2:22:00 PM,none,,"gravel,shells,other,clay_harder_than_mud",,,,,,,,,,float_over,,,,,,,-70.7762030323441,42.2566070578293
182,b8181014-6ea6-43f3-9511-f4cdf7b098d9,6/26/2020 2:17:08 PM,lucyayclay_Cohasset2,6/26/2020 2:17:08 PM,lucyayclay_Cohasset2,6/26/2020 2:16:00 PM,50,,sand,,edge_visible_within_3_meters,,,,,,,,"float_over,wading,soil_sample,gopro_video_on_quadrat",,,,,,,-70.7802494105535,42.2500358196964
183,7104b8e2-b138-4819-a479-5af7d4266306,6/26/2020 2:21:32 PM,,6/26/2020 2:21:32 PM,,,75,,Sandy,,edge_visible_within_3_meters,,,,,,,,Lead line,Hammer sample ,Brendan,,,,,-70.7799306604095,42.2501029260368
184,c40e8e38-f114-421a-857c-bc4eb66a4391,6/26/2020 2:46:06 PM,lucyayclay_Cohasset2,6/26/2020 2:46:06 PM,lucyayclay_Cohasset2,6/26/2020 2:44:00 PM,none,,"stony_cobble,shells",,all_the_same_no_edge,other,,epiphytes,,,,,float_over,,,,,,,-70.7743038919153,42.2516207488332
185,1bbb24d4-5c49-4449-9722-8e06e23cad2b,6/26/2020 3:10:57 PM,,6/26/2020 4:34:36 PM,susangbryant_CCSCR,6/26/2020 2:37:24 PM,none,,,,edge_visible_within_3_meters,,,,,,,,"2 lead lines: 1 with cream cheese 1 with bacon fat , Canway pinger",Hammer sample,Brendan recorded at second site but might not have sent until third site. Coordinates are wrong and data refers to 2nd site of day?,,,,,-70.7794719132518,42.2486279121107
186,f4d9545e-5d44-44a2-a172-b76acfa086bb,6/26/2020 4:30:16 PM,lucyayclay_Cohasset2,6/26/2020 4:30:16 PM,lucyayclay_Cohasset2,6/26/2020 4:29:00 PM,none,,,,,,,,,,,,float_over,,LC,,,,,-70.7869836988065,42.2387581024764
187,adcd322c-493b-40d1-bfa1-ed619f8df595,6/26/2020 4:31:27 PM,,6/26/2020 4:31:27 PM,,6/26/2020 4:29:00 PM,none,,other,,all_the_same_no_edge,other,,other,,none,none,,gps_waypoint_marked,,BL,,25_cm,2mm,,-70.7869071017048,42.2384767395084
188,4fa53303-27b1-4317-acf9-c4ca205a2622,6/26/2020 4:32:04 PM,,6/26/2020 4:32:04 PM,,6/26/2020 4:31:00 PM,none,,,,,,,,,,,,float_over,,Sb red ,,,,,-70.7869658541162,42.238618027891
189,2b0eebae-01bb-432a-b48b-04d5719e1766,6/26/2020 5:37:51 PM,lucyayclay_Cohasset2,6/26/2020 5:37:51 PM,lucyayclay_Cohasset2,6/26/2020 5:37:00 PM,100,,,,,,,,,,,,float_over,,LC,,,,,-70.7870547972909,42.2388526270513
190,fb97e8d0-ab9d-4d67-b3e3-1ef4d47d5a09,6/26/2020 5:43:40 PM,,6/26/2020 5:43:40 PM,,6/26/2020 5:41:00 PM,100,,,,,,,,,,,,float_over,,Cscr ,,,6mm,,-70.7870277018014,42.2386715608111
191,6f589bf3-3619-4df8-aa1f-e627ab440e32,6/30/2020 5:31:04 PM,,6/30/2020 5:31:04 PM,,6/30/2020 5:09:00 PM,100,,sand,,all_the_same_no_edge,,,,,green,,,"float_over,gopro_video_on_quadrat,soil_sample,underwater_photograph",,187 cm max,Drop cam and GoPro on hoadstick,,,,-70.7812396564987,42.2495323814063
192,eb8c58eb-0f23-4575-9c0f-3da062695393,6/30/2020 5:51:55 PM,,6/30/2020 5:51:55 PM,,6/30/2020 5:50:00 PM,100,,sand,,all_the_same_no_edge,,,,,,,,"float_over,gopro_video_on_quadrat,other,gps_waypoint_marked,underwater_photograph",,Sb,,,,,-70.7809057500962,42.2490283246773
193,bf9eb7b2-1847-4a0d-afe6-c60e27769128,6/30/2020 9:05:13 PM,,6/30/2020 9:05:13 PM,,6/30/2020 9:03:00 PM,none,,gravel,,,,,,,,,,float_over,,,,,,,-70.7781252967478,42.2432701059633
194,49025baa-47e4-4c4f-a394-8e61b355a5f5,7/1/2020 6:21:01 PM,,7/1/2020 6:21:01 PM,,7/1/2020 6:20:00 PM,none,,stony_cobble,,,,,,,,,,float_over,,BL,,,,,-70.7775758325069,42.2554234859136
195,80e06874-8090-4e40-9548-1c475c9cf1f4,7/6/2020 12:12:08 PM,lucyayclay_Cohasset2,7/6/2020 12:12:08 PM,lucyayclay_Cohasset2,7/6/2020 11:58:00 AM,75,,sand,,,,,,,,,,float_over,,,,,,,-70.7814431726592,42.2507720878051
196,3cbaf565-98d3-4dc6-9689-c5cd0d5bd3c3,7/6/2020 12:26:09 PM,lucyayclay_Cohasset2,7/6/2020 12:26:09 PM,lucyayclay_Cohasset2,7/6/2020 12:17:00 PM,1_solo_colonizing_plant,,"sand,shells",,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7813020898228,42.2502631014069
197,110fd949-8ea2-45a6-b0e2-014075ae2fbc,7/6/2020 12:36:10 PM,,7/6/2020 12:36:10 PM,,7/6/2020 12:34:00 PM,none,,sand,,,fish,,,,,,,float_over,,,,,,,-70.781191653828,42.2500097276912
198,6f0366b7-770f-4962-9258-fb32d795b395,7/6/2020 12:54:39 PM,,7/6/2020 12:54:39 PM,,7/6/2020 12:43:00 PM,75,,"sand,gravel",,,,,,,,,,float_over,,,,,,,-70.7808419431061,42.2491579592434
199,f892bfd0-1611-451d-b863-435a1188cb40,7/6/2020 12:59:12 PM,,7/6/2020 12:59:12 PM,,7/6/2020 12:58:00 PM,100,,sand,,,,,,,,,,float_over,,,,,,,-70.7808424501556,42.2488296946842
200,64a02c54-67d5-4ee8-a69a-1c4ab08bb995,7/8/2020 12:27:59 PM,,7/8/2020 12:27:59 PM,,7/8/2020 12:27:00 PM,50,,,,,,,,,,,,float_over,,,,,,,-70.7812560070965,42.2478424525282
201,9b0015ba-2fbc-4770-9d13-1a94286d80a0,7/8/2020 12:28:00 PM,,7/8/2020 12:28:00 PM,,7/2/2020 7:23:00 PM,50,,stony_cobble,,edge_visible_within_3_meters,,,"smaller_than_1_cm,larger_than_1_cm,orange,epiphytes",,"filamentous_like_hairfur,red",none,,float_over,,Connie ,,,6mm,7,-70.7754823007349,42.2509702854252
202,f835a92e-7f40-4ba8-a309-338ecfcd56a5,7/8/2020 12:28:01 PM,,7/8/2020 12:28:01 PM,,6/30/2020 5:42:00 PM,100,,,,,,,,,,,,"float_over,other","Pole, drop cam, lead line","Andrew, Lucy, del, max",,,,,-70.780979655749,42.2492654063201
203,5123a0e6-83b0-48b0-95dc-3fc5291c7292,7/8/2020 12:28:02 PM,,7/8/2020 12:28:02 PM,,6/30/2020 5:05:00 PM,100,,sand,,,,,,,,,,"float_over,other","Drop Cam, pole and lead line","Andrew H, Lucy C, Max, Del",On dropcam ,,,,-70.7811571006391,42.2495293105415
204,c039eba8-ba45-4c4e-9c71-bf234943910c,7/8/2020 12:29:00 PM,,7/8/2020 12:29:00 PM,,7/8/2020 12:28:00 PM,50,,,,,,,,,,,,float_over,,,,,,,-70.7806771528635,42.2480615973866
205,1f5adea4-c495-4b30-ad43-ebb95ccd7090,7/8/2020 12:54:34 PM,,7/8/2020 12:54:34 PM,,7/8/2020 12:54:00 PM,50,,,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7800050918672,42.2483141441292
206,bd85a249-60f8-4719-b4e9-fcda1db08db1,7/8/2020 12:56:50 PM,,7/8/2020 12:56:50 PM,,7/8/2020 12:54:00 PM,50,,sand,,,,,,,,,,float_over,,,,,,,-70.7799236197684,42.2483541258073
207,346a230f-497c-4d90-a3cb-5ed5f595b535,7/8/2020 1:07:50 PM,,7/8/2020 1:07:50 PM,,7/8/2020 1:02:00 PM,25_,,"sand,shells",,,,,,,,,,float_over,,,,,,,-70.7784235105578,42.2486909944958
208,91fe46e8-f2de-4335-8cad-8b4a13a49fd3,7/8/2020 1:15:01 PM,,7/8/2020 1:15:01 PM,,7/8/2020 1:14:00 PM,25_,,sand,,,,,,,,,,float_over,,,,,,,-70.7784635760549,42.2481945762804
209,c2af7225-1849-4266-8c9d-c7eb2911a638,7/10/2020 1:36:14 PM,,7/10/2020 1:36:14 PM,,7/10/2020 1:34:00 PM,none,,solid_granite_rock,,all_the_same_no_edge,,,"larger_than_1_cm,orange",,"brown,air_bladders",,,"float_over,wading",,Sb,,,,,-70.7761653026518,42.2485744024966
210,0d7a16dd-fd1d-4fd4-8c75-86e26610d7d0,7/10/2020 1:38:14 PM,,7/10/2020 1:38:14 PM,,7/10/2020 1:36:00 PM,none,,stony_cobble,,all_the_same_no_edge,green_crab,,"larger_than_1_cm,orange",,brown,,,"float_over,wading",,Sb,,,,,-70.7761098493734,42.2485511026177
211,9324d0fa-7f22-4da6-8716-4e9dd104c50a,7/10/2020 1:46:01 PM,,7/10/2020 1:46:01 PM,,7/10/2020 1:44:00 PM,none,,stony_cobble,,,"green_crab,periwinkle_snail,hermit_crab",,none_found,,none,none,,"float_over,gopro_video_on_quadrat,gps_waypoint_marked",,Andrew,,,,,-70.776529116622,42.2485332470781
212,bcbdd8d5-1b00-46f3-85d1-1d81fc29901f,7/10/2020 1:53:34 PM,,7/10/2020 1:53:34 PM,,7/10/2020 1:51:00 PM,none,,stony_cobble,,,,,,,,none,,"float_over,gopro_video_on_quadrat",,Andrew,,,,,-70.777826802871,42.2484535770884
213,2388eae2-96e7-464b-a78a-8139b7d026ae,7/10/2020 2:04:51 PM,,7/10/2020 2:04:51 PM,,7/10/2020 2:01:00 PM,25_,,"sand,shells",,edge_visible_within_3_meters,,,"smaller_than_1_cm,epiphytes",,none,seed_podsbranchiness,,"float_over,gopro_video_on_quadrat,swimmers_in_50_radius_observing",,Andrew ,,,,,-70.7788422704402,42.2486868873632
214,ab7e99b3-aa2e-44f4-bbe3-16eb7825188c,7/10/2020 2:13:57 PM,,7/10/2020 2:13:57 PM,,7/10/2020 2:12:00 PM,none,,sand,,,,,,,red,,,"float_over,swimmers_in_50_radius_observing,gopro_video_on_quadrat",,Andrew ,,,,,-70.77997541993,42.2487139190009
215,1eedd670-a0e9-4ad9-b0c8-c07ce8010e89,7/10/2020 2:23:57 PM,,7/10/2020 2:23:57 PM,,7/10/2020 2:21:00 PM,none,,sand,,,,,,,none,none,,float_over,,Andrew ,,,,,-70.7814119104955,42.2489830200023
216,3fa78e66-84fb-4d2e-a12a-1bc5c079272d,7/10/2020 5:23:36 PM,,7/10/2020 5:23:36 PM,,7/10/2020 5:21:00 PM,none,,other,A hardwood floor,all_the_same_no_edge,other,People,none_found,,none,none,,float_over,,,,,,,-70.7870314736578,42.2386867320558
217,dfa9350c-4234-4e88-b7b4-943c4d43edb4,7/10/2020 6:23:22 PM,,7/10/2020 6:23:22 PM,,7/10/2020 6:18:00 PM,none,,gravel,,all_the_same_no_edge,,,,,,,,float_over,,Sid Sam ,,,,,-70.7785423659447,42.2468170943132
218,28a3d6ad-fe85-4956-9a95-8296354fbae9,7/10/2020 6:33:56 PM,,7/10/2020 6:33:56 PM,,7/10/2020 6:31:00 PM,none,,"gravel,shells",,all_the_same_no_edge,,,,,,,,"float_over,gopro_video_on_quadrat",,Sid Sam ,,,,,-70.7789731957677,42.2466982389262
219,632c10f6-cd0f-4235-bac5-614ba4199de0,7/10/2020 6:37:26 PM,,7/10/2020 6:37:26 PM,,7/10/2020 6:35:00 PM,25_,,"gravel,shells,sand",,edge_visible_within_3_meters,,,,,,,,"float_over,gopro_video_on_quadrat,underwater_photograph",,sAm ,,,,,-70.7797037624482,42.2464849194905
220,c0fd412b-44d2-42c7-9459-51a404e00b7c,7/10/2020 6:42:07 PM,,7/10/2020 6:42:07 PM,,7/10/2020 6:38:00 PM,25_,,,,,hermit_crab,,orange,,,,,float_over,,,,,,,-70.780266104332,42.2463510185874
221,5f4f8aa4-9d45-4629-9e17-c723bf5e7823,7/13/2020 4:02:51 PM,,7/13/2020 4:02:51 PM,,7/13/2020 4:02:00 PM,none,,stony_cobble,,,,,,,,,,float_over,,,,,,,-70.775215581101,42.2534956417295
222,5641069e-371c-40f6-a138-4cf6fdc74211,7/13/2020 4:06:23 PM,,7/13/2020 4:06:23 PM,,7/13/2020 4:04:00 PM,50,,stony_cobble,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7746871934,42.2535336390531
223,15f6f8ae-b9d5-4439-b8c4-ff46ec39fa69,7/13/2020 4:28:01 PM,,7/13/2020 4:28:01 PM,,7/13/2020 4:27:00 PM,75,,stony_cobble,,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.7745943762006,42.2536601022008
224,7aaf49a9-bb18-4552-9486-3bd6bc157daa,7/13/2020 4:46:24 PM,,7/13/2020 4:46:24 PM,,7/13/2020 4:45:00 PM,50,,stony_cobble,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7773801267247,42.2533874354851
225,53c04f94-c02b-4983-ab60-1ca81fac9c86,7/13/2020 4:46:57 PM,lucyayclay_Cohasset2,7/13/2020 4:46:57 PM,lucyayclay_Cohasset2,7/13/2020 4:45:00 PM,50,,stony_cobble,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7773245987285,42.2533809183753
226,43834d76-8b1d-4c17-979a-daa7460d9d5f,7/13/2020 5:00:20 PM,,7/13/2020 5:00:20 PM,,7/13/2020 5:00:00 PM,none,,stony_cobble,,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.7798642358266,42.2532755015648
227,53bca275-543b-491c-884d-abc93c54356e,7/13/2020 5:01:01 PM,lucyayclay_Cohasset2,7/13/2020 5:01:01 PM,lucyayclay_Cohasset2,7/13/2020 4:55:00 PM,none,,gravel,,,,,,,,,,float_over,,,,,,,-70.7798221613274,42.2532784493242
228,e12d25ea-94d1-46ab-a9fd-4efd6af6ded1,7/13/2020 5:22:33 PM,lucyayclay_Cohasset2,7/13/2020 5:22:33 PM,lucyayclay_Cohasset2,7/13/2020 5:22:00 PM,none,,"stony_cobble,sand",,,,,,,,,,float_over,,,,,,,-70.7849255294227,42.2526960484775
229,29226761-393c-4990-a761-58ba64cd9535,7/15/2020 5:59:39 PM,,7/15/2020 5:59:39 PM,,7/15/2020 5:53:00 PM,100,,other,,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.7749700826321,42.253122464793
230,e7ae679e-717d-4938-9375-e4a67a1ef691,7/15/2020 6:00:06 PM,,7/15/2020 6:00:06 PM,,7/15/2020 5:50:00 PM,100,,"sand,gravel",,all_the_same_no_edge,,,"larger_than_1_cm,orange",,"filamentous_like_hairfur,red",none,,"float_over,other",1.5m quadrat,Site 28 150 cm depth big quadrat ,,,,,-70.7748892915548,42.2531092251437
231,3ebd3a8b-4ec4-4541-9bde-ee5401090d77,7/15/2020 6:20:33 PM,,7/15/2020 6:20:33 PM,,7/15/2020 6:13:00 PM,75,,stony_cobble,,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7754252199743,42.2522196500024
232,d0f2fe41-8271-4a43-b29c-520a1af44707,7/15/2020 6:55:27 PM,,7/15/2020 6:55:27 PM,,7/15/2020 6:54:00 PM,none,,sand,,,,,,,,,,float_over,,,,,,,-70.7849561144326,42.250669668468
233,e5c22491-b327-4bbb-9987-fe7c24ecf744,7/17/2020 7:12:11 PM,,7/17/2020 7:12:11 PM,,7/17/2020 7:11:00 PM,none,,"sand,mud_more_slick_than_sand",,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.781283667377,42.2462715581453
234,d35cc0d0-fbcc-429c-95e4-79b07ebd133c,7/17/2020 7:25:55 PM,,7/17/2020 7:25:55 PM,,7/17/2020 7:25:00 PM,none,,stony_cobble,,all_the_same_no_edge,,,,,,,,float_over,,,,,,,-70.7791868504796,42.2469603829479
235,0ad97f52-849b-481b-8880-92a5d708e70a,7/17/2020 7:46:28 PM,,7/17/2020 7:46:28 PM,,7/17/2020 7:44:00 PM,none,,sand,,,,,,,,,,float_over,,,,,,,-70.7790024486098,42.2477619443482
236,d1cfcd39-39ac-4069-9f4a-38bf2c96a5cf,7/17/2020 8:01:36 PM,,7/17/2020 8:01:36 PM,,7/17/2020 8:00:00 PM,none,,gravel,,,,,,,,,,float_over,,,,,,,-70.7777249627474,42.2481017047933
237,663fff98-b94c-482c-b84e-8e095abd2752,7/17/2020 8:04:17 PM,,7/17/2020 8:04:17 PM,,7/17/2020 8:04:00 PM,none,,"gravel,stony_cobble",,,,,,,,,,float_over,,,,,,,-70.7777245436523,42.2481009923315
238,2060aa7d-121d-4b1b-a12e-95746612490a,7/17/2020 8:51:11 PM,,7/17/2020 8:51:11 PM,,7/17/2020 8:47:00 PM,75,,"gravel,stony_cobble",,,,,,,,,,float_over,,,,,,,-70.7750342041913,42.2502947040296
239,9be29052-0880-45cd-bf29-ed02b7e73588,7/20/2020 9:45:34 PM,,7/20/2020 9:45:34 PM,,7/20/2020 9:27:00 PM,25_,,"mud_more_slick_than_sand,other",On lead line mud but from boat and swimmer cobble and gravel,edge_visible_within_3_meters,,,,,filamentous_like_hairfur,none,,"float_over,quadrat_observations_by_swimmer,swimmers_in_50_radius_observing,soil_sample,plant_sample_collected_for_lab,gopro_video_on_quadrat,gps_waypoint_marked,underwater_photograph,wading",,Del,,,,,-70.7750225533459,42.2516402090362
240,2e62b7dd-2061-483e-be2e-d778d5e5f425,7/20/2020 10:19:19 PM,,7/20/2020 10:19:19 PM,,7/20/2020 10:09:00 PM,none,,"sand,shells",,all_the_same_no_edge,,,none_found,,filamentous_like_hairfur,none,,"gopro_video_on_quadrat,plant_sample_collected_for_lab,swimmers_in_50_radius_observing,secci_disk,wading,gps_waypoint_marked",,Del,,,,,-70.7870826870862,42.2527956124789
241,448639ef-6d38-4856-ab3a-a3f9242780a5,7/20/2020 10:38:03 PM,,7/20/2020 10:38:03 PM,,7/20/2020 10:30:00 PM,75,,"stony_cobble,gravel,sand",,edge_visible_within_3_meters,periwinkle_snail,,smaller_than_1_cm,,filamentous_like_hairfur,none,,"float_over,soil_sample,wading,swimmers_in_50_radius_observing,gopro_video_on_quadrat,plant_sample_collected_for_lab,gps_waypoint_marked,quadrat_observations_by_swimmer",,Del,,100_cm,,8,-70.785187119684,42.254495294804
242,11c212f8-7342-4d26-9373-9a2865cd82a2,7/20/2020 10:59:12 PM,,7/20/2020 10:59:12 PM,,7/20/2020 10:58:00 PM,100,,,,,,,,,filamentous_like_hairfur,,,float_over,,,,,,,-70.7747695875082,42.2541982401556
243,232995e7-b8e8-48a5-bf56-f6c1988d2092,7/21/2020 12:16:41 AM,,7/21/2020 12:16:41 AM,,7/21/2020 12:15:00 AM,none,,,,,,,,,,,,float_over,,Sb,,,,,-70.786986881933,42.238671309354
244,004ebd0c-14d3-487b-8344-06a4623eb241,7/22/2020 11:41:18 AM,,7/22/2020 11:41:18 AM,,7/22/2020 11:40:00 AM,none,,gravel,,,,,,,,,,float_over,,,,,,,-70.7806845600449,42.2518778555465
245,79183bc1-2d67-4f52-977f-8f01c956171f,7/22/2020 11:41:53 AM,,7/22/2020 11:41:53 AM,,7/22/2020 11:41:00 AM,none,,gravel,,,,,,,,,,float_over,,,,,,,-70.7805992623627,42.2518860691708
246,38eaeccb-e249-44b6-a995-32e42d949019,7/22/2020 12:05:44 PM,,7/22/2020 12:05:44 PM,,7/22/2020 12:03:00 PM,50,,stony_cobble,,,,,,,,,,float_over,,,,100_cm,6mm,8,-70.7799638529036,42.2539013950548
247,7267a3b1-31af-45a0-a8fb-28169ac0ee21,7/22/2020 12:25:05 PM,,7/22/2020 12:25:05 PM,,7/22/2020 12:24:00 PM,50,,"sand,shells",,,,,,,,,,float_over,,,,,,,-70.7806017157349,42.2479519201836
248,7b56ef17-6603-4a1f-b926-10d83898a49a,7/22/2020 12:31:01 PM,,7/22/2020 12:31:01 PM,,7/22/2020 12:30:00 PM,50,,sand,,,,,,,,,,float_over,,,,,,,-70.7807792708404,42.2476860088155
249,b1a054e4-1380-403a-8bba-d9625e93fc85,7/22/2020 12:31:57 PM,,7/22/2020 12:31:57 PM,,7/22/2020 12:29:00 PM,50,,"sand,shells",,,,,,,,,,float_over,,,,,,,-70.7807940804127,42.2476902371666
250,3392e271-ccf4-4752-8a25-f5ed9579e20d,7/22/2020 12:38:27 PM,,7/22/2020 12:38:27 PM,,7/22/2020 12:35:00 PM,50,,sand,,edge_visible_within_3_meters,,,none_found,,"filamentous_like_hairfur,brown",second_shoots_from_rhizomes,,"float_over,gopro_video_on_quadrat,plant_sample_collected_for_lab,gps_waypoint_marked,underwater_photograph",,Sb,Site 43,50_cm,4mm,9,-70.7807857823286,42.247703103388
251,58236abe-53f6-4265-b637-9a685b705a34,7/22/2020 3:05:40 PM,,7/22/2020 3:05:40 PM,,7/22/2020 3:00:00 PM,none,,"sand,mud_more_slick_than_sand",,,,,,,,,,float_over,,,,,,,-70.7761870511535,42.2491874127111
252,9d27a813-1004-4190-8ee4-6c0926ad3fe1,7/22/2020 3:10:37 PM,,7/22/2020 3:10:37 PM,,7/22/2020 3:09:00 PM,100,,"sand,mud_more_slick_than_sand,shells",,edge_visible_within_3_meters,,,,,,,,float_over,,,,,,,-70.7745134365473,42.2514985967821
253,27ebd344-674f-4e73-b856-30d02f481821,7/22/2020 3:23:03 PM,,7/22/2020 3:23:03 PM,,7/22/2020 3:21:00 PM,75,,,,all_the_same_no_edge,,,"orange,smaller_than_1_cm",,none,seed_podsbranchiness,,float_over,,,,,,,-70.7754781097833,42.2513565235233
254,87ffd27e-2609-4df1-8c57-b8e66697a9c4,7/22/2020 5:25:32 PM,,7/22/2020 5:25:32 PM,,7/22/2020 3:36:00 PM,none,,,,,,,,,,,,float_over,,,,,,5,-70.7754701469753,42.251421818549
255,2dccaeee-9416-44eb-ab01-bd8e73f8d3ce,7/24/2020 12:46:05 PM,,7/24/2020 12:46:05 PM,,7/24/2020 12:27:00 PM,other,>1 percent coverage density ,"sand,gravel,other,shells",Cobble,edge_visible_within_3_meters,spider_crab,,"other,larger_than_1_cm",Pariwinkels ,none,none,,"float_over,gopro_video_on_quadrat",,,,75_cm,4mm,8,-70.7768289372984,42.2501834761745
256,05972832-7032-4335-85c8-868bf75559da,7/24/2020 12:47:35 PM,,7/24/2020 12:47:35 PM,,7/24/2020 12:46:00 PM,1_solo_colonizing_plant,,,,,,,,,,,,float_over,,,,,,,-70.7769932226006,42.2502415627635
257,af462fd8-4394-4227-ae7b-d52942384a8d,7/24/2020 1:15:02 PM,,7/24/2020 1:15:02 PM,,7/24/2020 1:00:00 PM,100,,"gravel,sand",,all_the_same_no_edge,other,Paroywinkle (snail),"larger_than_1_cm,orange,other",Dark brown ,none,none,,"float_over,gopro_video_on_quadrat",,,,100_cm,6mm,4,-70.7764890511248,42.2519697435594
258,c891855a-6481-4781-ad6e-5d531851edd2,7/24/2020 1:18:52 PM,,7/24/2020 1:18:52 PM,,7/24/2020 1:15:00 PM,100,,,,,,,,,,,,float_over,,,,,,,-70.776508078045,42.2528256196922
